user_id,onboarding_completed,churn_risk_score
2629,1,0.443
856,1,0.443
2260,1,0.443
466,1,0.443
1358,1,0.443
771,1,0.443
1885,1,0.443
1835,1,0.443
1551,1,0.443
2466,1,0.443
1359,1,0.443
2345,1,0.443
2346,1,0.443
2339,1,0.443
256,1,0.443
2802,1,0.443
1427,1,0.443
1938,1,0.443
2150,1,0.443
1196,1,0.443
881,1,0.443
1185,1,0.443
960,1,0.443
189,1,0.443
2759,1,0.443
2885,1,0.443
1418,1,0.442
1268,1,0.442
595,1,0.442
707,1,0.442
744,1,0.442
362,1,0.442
202,1,0.442
2197,1,0.442
61,1,0.442
1533,1,0.442
2895,1,0.442
2407,1,0.442
476,1,0.442
1279,1,0.442
1274,1,0.442
2746,1,0.442
980,1,0.442
2266,1,0.442
2325,1,0.442
471,1,0.442
390,1,0.442
612,1,0.442
585,1,0.442
1089,1,0.442
2145,1,0.442
2800,1,0.442
2666,1,0.442
1473,1,0.442
2172,1,0.441
1662,1,0.441
245,1,0.441
268,1,0.441
1465,1,0.441
318,1,0.441
1471,1,0.441
959,1,0.441
885,1,0.441
173,1,0.441
1300,1,0.441
1326,1,0.441
668,1,0.441
2503,1,0.441
2457,1,0.441
2408,1,0.441
2360,1,0.441
2412,1,0.441
2947,1,0.441
1957,1,0.441
1517,1,0.441
2672,1,0.441
1034,1,0.441
1044,1,0.441
1173,1,0.441
1623,1,0.441
193,1,0.441
270,1,0.441
1650,1,0.441
2310,1,0.441
519,1,0.441
2269,1,0.441
1396,1,0.441
150,1,0.441
715,1,0.441
2354,1,0.441
2542,1,0.441
501,1,0.441
1921,1,0.441
898,1,0.441
1913,1,0.441
2787,1,0.441
2775,1,0.44
1958,1,0.44
1516,1,0.44
1490,1,0.44
965,1,0.44
2725,1,0.44
354,1,0.44
2812,1,0.44
2827,1,0.44
2043,1,0.44
2003,1,0.44
1836,1,0.44
1352,1,0.44
34,1,0.44
117,1,0.44
2045,1,0.44
1787,1,0.44
2392,1,0.44
764,1,0.44
1230,1,0.44
1900,1,0.44
2214,1,0.44
1753,1,0.44
2431,1,0.44
1792,1,0.44
635,1,0.44
644,1,0.44
77,1,0.44
1480,1,0.439
882,1,0.439
284,1,0.439
1271,1,0.439
166,1,0.439
1809,1,0.439
652,1,0.439
1347,1,0.439
580,1,0.439
547,1,0.439
841,1,0.439
2340,1,0.439
1876,1,0.439
2650,1,0.439
2328,1,0.439
469,1,0.439
2188,1,0.439
1398,1,0.439
2584,1,0.439
2756,1,0.439
1626,1,0.439
1989,1,0.439
1014,1,0.439
184,1,0.439
196,1,0.439
1102,1,0.439
2107,1,0.439
910,1,0.439
1026,1,0.438
2962,1,0.438
1978,1,0.438
1028,1,0.438
2097,1,0.438
195,1,0.438
219,1,0.438
359,1,0.438
1435,1,0.438
2699,1,0.438
966,1,0.438
1510,1,0.438
258,1,0.438
967,1,0.438
947,1,0.438
204,1,0.438
203,1,0.438
2841,1,0.438
298,1,0.438
2101,1,0.438
414,1,0.438
1258,1,0.438
805,1,0.438
492,1,0.438
430,1,0.438
1883,1,0.438
1907,1,0.438
371,1,0.438
2281,1,0.438
2308,1,0.438
2398,1,0.438
1349,1,0.438
1325,1,0.438
1845,1,0.438
1869,1,0.438
2465,1,0.438
2948,1,0.438
2868,1,0.438
96,1,0.438
1589,1,0.437
1567,1,0.437
1318,1,0.437
54,1,0.437
589,1,0.437
536,1,0.437
631,1,0.437
1320,1,0.437
1742,1,0.437
464,1,0.437
2733,1,0.437
1682,1,0.437
385,1,0.437
2646,1,0.437
765,1,0.437
271,1,0.437
2845,1,0.437
2741,1,0.437
1136,1,0.437
2140,1,0.437
2058,1,0.437
2194,1,0.436
2199,1,0.436
619,1,0.436
596,1,0.436
2229,1,0.436
891,1,0.436
900,1,0.436
343,1,0.436
1499,1,0.436
2154,1,0.436
787,1,0.436
421,1,0.436
209,1,0.436
615,1,0.436
1832,1,0.436
2033,1,0.436
2944,1,0.436
1346,1,0.436
182,1,0.436
100,1,0.436
1555,1,0.435
1850,1,0.435
592,1,0.435
2538,1,0.435
2413,1,0.435
2924,1,0.435
1740,1,0.435
2275,1,0.435
2268,1,0.435
2321,1,0.435
403,1,0.435
1731,1,0.435
2626,1,0.435
415,1,0.435
1619,1,0.435
1111,1,0.435
26,1,0.435
1144,1,0.435
1670,1,0.435
944,1,0.435
2118,1,0.435
995,1,0.435
2558,1,0.434
135,1,0.434
2453,1,0.434
2709,1,0.434
257,1,0.434
1212,1,0.434
2223,1,0.434
43,1,0.434
570,1,0.434
2427,1,0.434
1327,1,0.434
1339,1,0.434
597,1,0.434
2543,1,0.434
1748,1,0.434
480,1,0.434
62,1,0.434
2968,1,0.433
2776,1,0.433
1035,1,0.433
1332,1,0.433
1404,1,0.433
2571,1,0.433
658,1,0.433
2743,1,0.433
1009,1,0.433
2092,1,0.433
2625,1,0.433
2228,1,0.433
817,1,0.433
2302,1,0.433
1436,1,0.433
2875,1,0.433
1093,1,0.433
1232,1,0.433
2681,1,0.432
2071,1,0.432
20,1,0.432
2843,1,0.432
1660,1,0.432
664,1,0.432
709,1,0.432
1700,1,0.432
2416,1,0.432
1302,1,0.432
162,1,0.432
2987,1,0.432
136,1,0.432
818,1,0.432
774,1,0.432
924,1,0.431
1183,1,0.431
210,1,0.431
383,1,0.431
2753,1,0.431
1949,1,0.431
1345,1,0.431
2432,1,0.431
2561,1,0.431
2473,1,0.431
620,1,0.431
1798,1,0.431
2303,1,0.431
2921,1,0.431
2864,1,0.431
2012,1,0.431
2918,1,0.431
2332,1,0.431
2978,1,0.431
527,1,0.43
2476,1,0.43
2080,1,0.43
843,1,0.43
1429,1,0.43
932,1,0.43
762,1,0.43
2991,1,0.43
518,1,0.43
2421,1,0.43
1085,1,0.43
1409,1,0.429
1587,1,0.429
1575,1,0.429
556,1,0.429
275,1,0.429
14,1,0.429
2479,1,0.429
675,1,0.429
2609,1,0.429
2809,1,0.429
833,1,0.428
1591,1,0.428
1541,1,0.428
2350,1,0.428
2520,1,0.428
53,1,0.428
1542,1,0.427
1475,1,0.427
2037,1,0.427
200,1,0.427
1942,1,0.427
1403,1,0.427
2726,1,0.427
854,1,0.427
2648,1,0.427
2853,1,0.427
515,1,0.427
172,1,0.426
1264,1,0.426
1852,1,0.426
66,1,0.426
1825,1,0.426
2029,1,0.426
1166,1,0.426
1507,1,0.426
2651,1,0.426
406,1,0.426
1160,1,0.426
961,1,0.426
748,1,0.425
2205,1,0.425
1481,1,0.425
1668,1,0.425
313,1,0.425
2057,1,0.425
467,1,0.425
1854,1,0.425
226,1,0.424
1410,1,0.424
2867,1,0.424
1558,1,0.424
2335,1,0.424
1493,1,0.424
410,1,0.424
393,1,0.424
844,1,0.424
2605,1,0.423
1484,1,0.423
2616,1,0.423
1444,1,0.423
2858,1,0.423
28,1,0.423
1565,1,0.423
93,1,0.423
904,1,0.423
294,1,0.423
1041,1,0.423
350,1,0.423
2103,1,0.422
330,1,0.422
339,1,0.422
2695,1,0.422
2927,1,0.422
1248,1,0.422
1818,1,0.422
141,1,0.422
1735,1,0.422
2863,1,0.421
2011,1,0.421
1307,1,0.421
1253,1,0.421
1242,1,0.421
725,1,0.421
1747,1,0.421
713,1,0.421
1445,1,0.421
1908,1,0.421
842,1,0.421
1686,1,0.421
1432,1,0.421
1191,1,0.421
1515,1,0.421
1495,1,0.421
2813,1,0.421
2139,1,0.421
1065,1,0.421
19,1,0.42
2925,1,0.42
1239,1,0.42
832,1,0.42
201,1,0.42
1005,1,0.42
776,1,0.42
2147,1,0.42
289,1,0.42
314,1,0.42
2085,1,0.42
1768,1,0.42
1443,1,0.42
2233,1,0.42
2403,1,0.42
2001,1,0.42
2514,1,0.42
1387,1,0.42
1322,1,0.42
573,1,0.42
1811,1,0.42
579,1,0.42
2715,1,0.419
942,1,0.419
2190,1,0.419
908,1,0.419
2896,1,0.419
2491,1,0.419
1783,1,0.419
1287,1,0.419
1277,1,0.419
1282,1,0.419
1706,1,0.419
222,1,0.419
687,1,0.419
956,1,0.419
445,1,0.418
711,1,0.418
1864,1,0.418
1323,1,0.418
810,1,0.418
2569,1,0.418
2880,1,0.418
1636,1,0.418
2981,1,0.418
123,1,0.418
1948,1,0.418
1663,1,0.418
102,1,0.418
540,1,0.418
2526,1,0.418
128,1,0.418
1580,1,0.418
2539,1,0.418
1722,1,0.417
2913,1,0.417
1795,1,0.417
1776,1,0.417
2899,1,0.417
895,1,0.417
523,1,0.417
2533,1,0.417
134,1,0.417
928,1,0.417
1711,1,0.417
2770,1,0.417
2238,1,0.417
1905,1,0.417
902,1,0.417
1856,1,0.417
785,1,0.417
975,1,0.417
2878,1,0.417
2034,1,0.417
1684,1,0.417
2005,1,0.417
2727,1,0.417
1572,1,0.417
867,1,0.417
2818,1,0.417
2655,1,0.416
1736,1,0.416
2206,1,0.416
2796,1,0.416
2031,1,0.416
1535,1,0.416
2637,1,0.416
1449,1,0.416
2018,1,0.416
1181,1,0.416
794,1,0.416
1500,1,0.416
2887,1,0.416
2083,1,0.415
2384,1,0.415
112,1,0.415
361,1,0.415
1886,1,0.415
2712,1,0.415
2022,1,0.415
849,1,0.415
1726,1,0.415
789,1,0.414
2890,1,0.414
397,1,0.414
2859,1,0.414
2972,1,0.414
238,1,0.414
416,1,0.414
2822,1,0.414
691,1,0.414
2363,1,0.414
640,1,0.414
281,1,0.414
717,1,0.414
1200,1,0.414
1814,1,0.414
939,1,0.414
1628,1,0.414
2516,1,0.413
1098,1,0.413
576,1,0.413
2825,1,0.413
165,1,0.413
1613,1,0.413
1057,1,0.413
946,1,0.413
1222,1,0.413
768,1,0.413
868,1,0.413
1919,1,0.413
1464,1,0.413
2703,1,0.413
2334,1,0.413
175,1,0.413
352,1,0.413
1895,1,0.413
2566,1,0.413
2375,1,0.413
2323,1,0.413
306,1,0.413
1165,1,0.412
157,1,0.412
2120,1,0.412
70,1,0.412
2919,1,0.412
1539,1,0.412
752,1,0.412
2807,1,0.412
1498,1,0.412
639,1,0.412
263,1,0.412
1291,1,0.412
737,1,0.412
2200,1,0.412
1821,1,0.412
865,1,0.412
1321,1,0.412
1078,1,0.412
489,1,0.412
2395,1,0.412
1649,1,0.412
2173,1,0.412
1460,1,0.412
1734,1,0.412
2952,1,0.412
1175,1,0.412
1519,1,0.412
46,1,0.412
1064,1,0.412
2061,1,0.412
1570,1,0.412
2983,1,0.411
1576,1,0.411
2969,1,0.411
1350,1,0.411
1797,1,0.411
2898,1,0.411
2549,1,0.411
1849,1,0.411
388,1,0.411
2682,1,0.411
1263,1,0.411
1984,1,0.411
637,1,0.411
2698,1,0.411
1441,1,0.411
671,1,0.411
673,1,0.411
878,1,0.411
2383,1,0.411
269,1,0.411
1951,1,0.411
2008,1,0.411
2078,1,0.411
1137,1,0.411
1105,1,0.411
788,1,0.411
1552,1,0.411
71,1,0.411
335,1,0.411
1489,1,0.411
1621,1,0.411
488,1,0.411
599,1,0.411
2327,1,0.411
2304,1,0.411
1878,1,0.411
695,1,0.411
823,1,0.411
2735,1,0.411
1717,1,0.41
860,1,0.41
831,1,0.41
753,1,0.41
288,1,0.41
1889,1,0.41
472,1,0.41
1893,1,0.41
197,1,0.41
2903,1,0.41
1981,1,0.41
1980,1,0.41
1389,1,0.41
1629,1,0.41
724,1,0.41
1526,1,0.41
396,1,0.41
2577,1,0.41
2252,1,0.41
847,1,0.41
1354,1,0.41
2485,1,0.41
1317,1,0.41
2662,1,0.41
2390,1,0.41
2593,1,0.41
126,1,0.41
1117,1,0.41
2309,1,0.41
1597,1,0.409
2541,1,0.409
2973,1,0.409
2284,1,0.409
1246,1,0.409
1278,1,0.409
1233,1,0.409
2844,1,0.409
990,1,0.409
186,1,0.409
1634,1,0.409
2528,1,0.409
2995,1,0.409
1038,1,0.409
531,1,0.409
2192,1,0.409
909,1,0.409
674,1,0.409
1214,1,0.409
377,1,0.409
1866,1,0.409
2665,1,0.409
2675,1,0.409
2388,1,0.409
1197,1,0.409
851,1,0.409
1651,1,0.409
2265,1,0.409
1755,1,0.409
2794,1,0.409
1408,1,0.409
893,1,0.409
2714,1,0.409
2877,1,0.409
981,1,0.409
1815,1,0.409
1301,1,0.409
1341,1,0.409
770,1,0.409
730,1,0.409
516,1,0.408
497,1,0.408
2552,1,0.408
2069,1,0.408
2084,1,0.408
2909,1,0.408
52,1,0.408
2999,1,0.408
1176,1,0.408
2076,1,0.408
1195,1,0.408
1319,1,0.408
653,1,0.408
645,1,0.408
2444,1,0.408
376,1,0.408
2654,1,0.408
2687,1,0.408
2694,1,0.408
2226,1,0.408
2241,1,0.408
1853,1,0.408
2023,1,0.408
2181,1,0.408
1461,1,0.408
239,1,0.408
1926,1,0.408
214,1,0.408
2793,1,0.408
2789,1,0.408
603,1,0.408
1368,1,0.408
1497,1,0.408
2091,1,0.408
470,1,0.408
315,1,0.408
2876,1,0.408
227,1,0.408
2872,1,0.408
1630,1,0.408
337,1,0.408
1688,1,0.408
1703,1,0.408
106,1,0.407
2997,1,0.407
287,1,0.407
739,1,0.407
2287,1,0.407
1447,1,0.407
2171,1,0.407
654,1,0.407
2216,1,0.407
714,1,0.407
2643,1,0.407
2692,1,0.407
1710,1,0.407
660,1,0.407
1614,1,0.407
1799,1,0.407
1152,1,0.407
1584,1,0.407
2498,1,0.407
22,1,0.407
2104,1,0.407
1496,1,0.407
2462,1,0.407
2463,1,0.407
1143,1,0.407
699,1,0.406
736,1,0.406
1679,1,0.406
574,1,0.406
174,1,0.406
1822,1,0.406
461,1,0.406
2797,1,0.406
608,1,0.406
629,1,0.406
2099,1,0.406
2096,1,0.406
1036,1,0.406
2537,1,0.406
505,1,0.406
2048,1,0.406
185,1,0.406
2565,1,0.406
474,1,0.406
13,1,0.406
1694,1,0.406
2270,1,0.406
2367,1,0.406
2128,1,0.406
2669,1,0.406
1923,1,0.406
1213,1,0.405
1259,1,0.405
2748,1,0.405
2247,1,0.405
1081,1,0.405
2359,1,0.405
1072,1,0.405
2957,1,0.405
10,1,0.405
400,1,0.405
440,1,0.405
972,1,0.405
943,1,0.405
76,1,0.405
2731,1,0.405
2341,1,0.405
2351,1,0.405
2881,1,0.405
1083,1,0.405
211,1,0.405
2468,1,0.405
564,1,0.405
632,1,0.405
454,1,0.405
2151,1,0.405
2467,1,0.405
1752,1,0.405
986,1,0.405
2980,1,0.405
18,1,0.405
2098,1,0.405
2555,1,0.405
513,1,0.405
1356,1,0.405
1812,1,0.405
976,1,0.404
2833,1,0.404
64,1,0.404
1355,1,0.404
2504,1,0.404
1331,1,0.404
813,1,0.404
830,1,0.404
358,1,0.404
334,1,0.404
2724,1,0.404
1971,1,0.404
405,1,0.404
437,1,0.404
837,1,0.404
2932,1,0.404
9,1,0.404
864,1,0.404
2701,1,0.404
1848,1,0.404
940,1,0.404
2619,1,0.404
2348,1,0.404
98,1,0.404
2278,1,0.404
2915,1,0.404
1361,1,0.403
2212,1,0.403
398,1,0.403
401,1,0.403
816,1,0.403
919,1,0.403
367,1,0.403
2420,1,0.403
2362,1,0.403
2707,1,0.403
701,1,0.403
251,1,0.403
487,1,0.403
1027,1,0.403
500,1,0.403
1644,1,0.403
2087,1,0.403
460,1,0.403
1154,1,0.403
119,1,0.402
2836,1,0.402
1617,1,0.402
1006,1,0.402
2612,1,0.402
587,1,0.402
2469,1,0.402
1592,1,0.402
2550,1,0.402
1950,1,0.402
957,1,0.402
866,1,0.402
1718,1,0.402
2417,1,0.402
2437,1,0.402
2702,1,0.402
2738,1,0.402
795,1,0.402
1123,1,0.402
8,1,0.402
2928,1,0.402
1676,1,0.402
1514,1,0.402
2766,1,0.402
455,1,0.402
2180,1,0.402
2443,1,0.402
1254,1,0.402
276,1,0.402
2530,1,0.402
1478,1,0.402
2366,1,0.401
75,1,0.401
921,1,0.401
2757,1,0.401
2237,1,0.401
2169,1,0.401
1697,1,0.401
1858,1,0.401
2244,1,0.401
1198,1,0.401
83,1,0.401
740,1,0.401
2509,1,0.401
997,1,0.401
2401,1,0.401
1187,1,0.401
602,1,0.401
1295,1,0.401
1138,1,0.401
1413,1,0.401
977,1,0.401
2090,1,0.401
1547,1,0.401
199,1,0.401
679,1,0.4
663,1,0.4
431,1,0.4
1158,1,0.4
2540,1,0.4
1024,1,0.4
1766,1,0.4
1764,1,0.4
1377,1,0.4
1585,1,0.4
1588,1,0.4
2824,1,0.4
1194,1,0.4
950,1,0.4
2618,1,0.4
896,1,0.4
2219,1,0.4
1652,1,0.4
2213,1,0.4
869,1,0.4
2243,1,0.4
1272,1,0.4
2673,1,0.4
12,1,0.4
1068,1,0.4
2072,1,0.4
2732,1,0.4
2740,1,0.4
1040,1,0.4
1838,1,0.4
1733,1,0.4
2747,1,0.4
2600,1,0.4
413,1,0.4
1148,1,0.4
2452,1,0.4
208,1,0.4
1728,1,0.399
2402,1,0.399
2750,1,0.399
373,1,0.399
304,1,0.399
1998,1,0.399
1252,1,0.399
2296,1,0.399
2943,1,0.399
1741,1,0.399
1729,1,0.399
1712,1,0.399
951,1,0.399
2454,1,0.399
2460,1,0.399
223,1,0.399
1156,1,0.399
1145,1,0.399
894,1,0.399
650,1,0.399
1308,1,0.399
2138,1,0.399
1003,1,0.399
1789,1,0.399
69,1,0.399
1574,1,0.399
2986,1,0.399
35,1,0.399
2961,1,0.399
1051,1,0.398
27,1,0.398
1053,1,0.398
1544,1,0.398
1974,1,0.398
1578,1,0.398
1224,1,0.398
110,1,0.398
2851,1,0.398
700,1,0.398
1002,1,0.398
2447,1,0.398
2585,1,0.398
280,1,0.398
2729,1,0.398
2799,1,0.398
936,1,0.398
1220,1,0.398
1227,1,0.397
897,1,0.397
1260,1,0.397
2073,1,0.397
2912,1,0.397
349,1,0.397
1882,1,0.397
883,1,0.397
259,1,0.397
67,1,0.397
2832,1,0.397
198,1,0.397
2624,1,0.397
703,1,0.397
625,1,0.397
2062,1,0.397
1501,1,0.397
2424,1,0.396
176,1,0.396
662,1,0.396
2429,1,0.396
2028,1,0.396
665,1,0.396
2133,1,0.396
846,1,0.396
1043,1,0.396
1376,1,0.396
2523,1,0.396
1915,1,0.396
2722,1,0.396
1522,1,0.396
1146,1,0.396
1824,1,0.396
2647,1,0.396
2264,1,0.396
395,1,0.396
325,1,0.396
1401,1,0.396
766,1,0.396
1743,1,0.396
2782,1,0.395
1969,1,0.395
2125,1,0.395
979,1,0.395
2639,1,0.395
2342,1,0.395
1940,1,0.395
504,1,0.395
2529,1,0.395
355,1,0.395
696,1,0.395
1569,1,0.395
2007,1,0.395
2013,1,0.394
1069,1,0.394
1995,1,0.394
2634,1,0.394
2236,1,0.394
2989,1,0.394
802,1,0.394
57,1,0.394
2884,1,0.394
1049,1,0.394
906,1,0.394
2768,1,0.394
1946,1,0.394
1863,1,0.394
1243,1,0.394
2343,1,0.394
2527,1,0.394
1255,1,0.394
1698,1,0.394
1754,1,0.394
1056,1,0.393
2210,1,0.393
621,1,0.393
2842,1,0.393
2855,1,0.393
1653,1,0.393
1190,1,0.393
2897,1,0.393
1931,1,0.393
1457,1,0.393
1677,1,0.393
1880,1,0.393
1348,1,0.393
2828,1,0.392
486,1,0.392
2945,1,0.392
426,1,0.392
498,1,0.392
2547,1,0.392
333,1,0.392
1184,1,0.392
1487,1,0.392
283,1,0.392
1042,1,0.392
1169,1,0.392
656,1,0.392
2891,1,0.392
94,1,0.392
1583,1,0.391
2055,1,0.391
1737,1,0.391
1114,1,0.391
2314,1,0.391
342,1,0.391
1791,1,0.391
1385,1,0.391
1371,1,0.391
548,1,0.391
2344,1,0.391
1270,1,0.391
2705,1,0.391
1267,1,0.391
955,1,0.391
1947,1,0.391
1483,1,0.391
262,1,0.391
331,1,0.391
630,1,0.391
2621,1,0.391
2373,1,0.39
1076,1,0.39
1221,1,0.39
2119,1,0.39
1545,1,0.39
1796,1,0.39
2026,1,0.39
72,1,0.39
692,1,0.39
2291,1,0.39
2734,1,0.39
780,1,0.39
862,1,0.39
2749,1,0.39
1683,1,0.39
667,1,0.39
1622,1,0.39
1704,1,0.39
2670,1,0.39
1438,1,0.39
434,1,0.389
1131,1,0.389
2246,1,0.389
1715,1,0.389
1618,1,0.389
1506,1,0.389
369,1,0.389
2352,1,0.389
2063,1,0.389
1097,1,0.388
1393,1,0.388
116,1,0.388
1665,1,0.387
985,1,0.387
606,1,0.387
2831,1,0.387
17,1,0.387
525,1,0.387
2641,1,0.387
889,1,0.387
1964,1,0.387
2717,1,0.387
2590,1,0.387
1362,1,0.387
742,1,0.387
1223,1,0.386
2535,1,0.386
529,1,0.386
344,1,0.386
378,1,0.386
2106,1,0.386
2582,1,0.386
2378,1,0.386
2481,1,0.385
424,1,0.385
834,1,0.385
2676,1,0.385
2231,1,0.385
566,1,0.385
1988,1,0.385
1466,1,0.385
2512,1,0.385
1771,1,0.384
2202,1,0.384
56,1,0.384
124,1,0.384
2819,1,0.384
2114,1,0.383
1779,1,0.383
1407,1,0.382
571,1,0.382
1029,1,0.382
1959,1,0.382
140,1,0.382
2496,1,0.381
2814,1,0.381
1843,1,0.381
712,1,0.381
3,1,0.38
459,1,0.38
1658,1,0.38
1738,1,0.38
1624,1,0.379
1954,1,0.379
1690,1,0.379
613,1,0.378
1899,1,0.377
1077,1,0.377
2255,1,0.376
1521,1,0.375
1426,1,0.375
418,1,0.374
1819,1,0.374
366,1,0.374
888,1,0.373
2273,1,0.372
1240,1,0.372
109,1,0.371
1119,1,0.371
1343,1,0.371
1932,1,0.371
682,1,0.37
1666,1,0.369
605,1,0.369
2873,1,0.368
78,1,0.368
1807,1,0.368
913,1,0.368
588,1,0.368
2441,1,0.367
1758,1,0.365
1993,1,0.365
1841,1,0.364
2781,1,0.364
1025,1,0.364
190,1,0.362
2272,1,0.361
1534,1,0.361
1627,1,0.36
2937,1,0.36
2374,1,0.36
1088,1,0.36
2865,1,0.359
1611,1,0.359
1554,1,0.359
1298,1,0.359
2387,1,0.359
1657,1,0.359
427,1,0.358
1113,1,0.358
792,1,0.358
2380,1,0.358
2170,1,0.358
2100,1,0.358
7,1,0.357
1916,1,0.357
1425,1,0.357
1245,1,0.357
1017,1,0.357
998,1,0.357
749,1,0.357
1973,1,0.357
1720,1,0.357
1604,1,0.357
2209,1,0.357
1596,1,0.357
309,1,0.356
213,1,0.356
872,1,0.356
1625,1,0.356
2347,1,0.356
1669,1,0.355
775,1,0.355
845,1,0.355
2661,1,0.355
328,1,0.355
232,1,0.355
551,1,0.355
1762,1,0.355
1840,1,0.355
2404,1,0.355
2142,1,0.354
1656,1,0.354
1775,1,0.354
1808,1,0.354
2559,1,0.354
996,1,0.354
1203,1,0.354
2331,1,0.354
394,1,0.353
1135,1,0.353
2004,1,0.353
2201,1,0.353
800,1,0.353
244,1,0.353
1369,1,0.353
436,1,0.353
1631,1,0.353
2430,1,0.352
1911,1,0.352
2251,1,0.352
2678,1,0.352
1204,1,0.352
2847,1,0.352
1090,1,0.352
974,1,0.351
2518,1,0.351
2064,1,0.351
524,1,0.351
2763,1,0.35
2557,1,0.35
2379,1,0.35
191,1,0.35
750,1,0.35
702,1,0.349
746,1,0.349
1134,1,0.349
1388,1,0.349
2124,1,0.349
1847,1,0.348
1761,1,0.348
2710,1,0.348
1357,1,0.348
2596,1,0.347
478,1,0.347
2385,1,0.347
1691,1,0.347
146,1,0.347
142,1,0.347
236,1,0.347
118,1,0.346
677,1,0.346
2697,1,0.346
2320,1,0.346
2849,1,0.346
2614,1,0.346
627,1,0.346
169,1,0.345
2534,1,0.345
517,1,0.345
925,1,0.345
91,1,0.344
2480,1,0.344
537,1,0.344
1337,1,0.344
1269,1,0.344
2874,1,0.343
1454,1,0.343
79,1,0.343
1860,1,0.342
1502,1,0.342
1157,1,0.342
1153,1,0.342
2227,1,0.342
2579,1,0.341
1800,1,0.341
1122,1,0.341
2456,1,0.341
364,1,0.341
55,1,0.34
1116,1,0.34
1924,1,0.34
708,1,0.34
2680,1,0.34
25,1,0.339
