user_id,plan,monthly_revenue,signup_date,churn_date,is_active,status
551,Premium,999,2025-03-06,2025-05-08,0,cancelled
552,Standard,499,2025-05-26,,1,active
553,Standard,499,2025-08-12,2025-09-19,0,cancelled
554,Premium,999,2025-08-27,2025-10-12,0,cancelled
555,Basic,199,2025-06-26,2025-07-04,0,cancelled
556,Standard,499,2025-09-24,2025-10-07,0,cancelled
557,Basic,199,2025-03-04,2025-03-20,0,cancelled
558,Standard,499,2025-08-05,2025-08-20,0,cancelled
559,Standard,499,2025-06-26,2025-08-29,0,cancelled
560,Standard,499,2025-04-08,,1,active
561,Basic,199,2025-04-15,2025-05-05,0,cancelled
562,Basic,199,2025-04-09,2025-08-13,0,cancelled
563,Standard,499,2025-01-06,2025-10-09,0,cancelled
564,Standard,499,2025-07-16,,1,active
565,Basic,199,2025-05-13,,1,active
566,Premium,999,2025-09-16,,1,active
567,Basic,199,2025-01-23,2025-04-07,0,cancelled
568,Standard,499,2025-02-22,2025-03-12,0,cancelled
569,Standard,499,2025-06-14,2025-07-15,0,cancelled
570,Standard,499,2025-07-21,,1,active
571,Premium,999,2025-03-24,2025-08-28,0,cancelled
572,Standard,499,2025-05-25,2025-07-24,0,cancelled
573,Standard,499,2025-03-26,2025-08-15,0,cancelled
574,Basic,199,2025-03-19,,1,active
575,Basic,199,2025-01-01,2025-03-29,0,cancelled
576,Basic,199,2025-02-20,,1,active
577,Standard,499,2025-06-22,,1,active
578,Basic,199,2025-07-24,2025-09-01,0,cancelled
579,Basic,199,2025-09-17,,1,active
580,Basic,199,2025-02-03,2025-05-04,0,cancelled
581,Basic,199,2025-04-05,,1,active
582,Basic,199,2025-03-13,2025-06-23,0,cancelled
583,Premium,999,2025-02-08,2025-04-27,0,cancelled
584,Standard,499,2025-06-03,,1,active
585,Standard,499,2025-09-07,,1,active
586,Standard,499,2025-06-11,2025-09-19,0,cancelled
587,Basic,199,2025-04-28,2025-05-21,0,cancelled
588,Premium,999,2025-09-16,,1,active
589,Basic,199,2025-09-25,,1,active
590,Basic,199,2025-02-23,2025-03-29,0,cancelled
591,Standard,499,2025-08-24,2025-09-18,0,cancelled
592,Basic,199,2025-08-10,,1,active
593,Standard,499,2025-09-08,,1,active
594,Basic,199,2025-04-22,2025-06-08,0,cancelled
595,Standard,499,2025-09-12,,1,active
596,Basic,199,2025-07-26,2025-08-16,0,cancelled
597,Basic,199,2025-08-17,,1,active
598,Standard,499,2025-03-07,2025-09-19,0,cancelled
599,Basic,199,2025-03-16,2025-03-20,0,cancelled
600,Basic,199,2025-04-13,2025-08-06,0,cancelled
601,Basic,199,2025-07-11,,1,active
602,Standard,499,2025-09-09,,1,active
603,Standard,499,2025-08-14,2025-10-03,0,cancelled
604,Basic,199,2025-04-08,2025-06-22,0,cancelled
605,Premium,999,2025-09-06,,1,active
606,Premium,999,2025-06-15,2025-08-22,0,cancelled
607,Standard,499,2025-01-30,2025-03-04,0,cancelled
608,Standard,499,2025-09-04,,1,active
609,Basic,199,2025-04-16,2025-08-30,0,cancelled
610,Standard,499,2025-02-20,,1,active
611,Basic,199,2025-03-22,2025-09-26,0,cancelled
612,Basic,199,2025-05-13,2025-07-01,0,cancelled
613,Premium,999,2025-05-18,,1,active
614,Standard,499,2025-07-03,,1,active
615,Basic,199,2025-03-10,2025-03-11,0,cancelled
616,Basic,199,2025-02-03,,1,active
617,Standard,499,2025-09-19,,1,active
618,Basic,199,2025-02-22,2025-04-11,0,cancelled
619,Basic,199,2025-07-24,,1,active
620,Basic,199,2025-05-06,,1,active
621,Basic,199,2025-08-23,,1,active
622,Standard,499,2025-02-12,2025-08-04,0,cancelled
623,Basic,199,2025-08-28,2025-10-02,0,cancelled
624,Standard,499,2025-04-21,2025-07-28,0,cancelled
625,Basic,199,2025-09-06,,1,active
626,Standard,499,2025-05-31,2025-10-06,0,cancelled
627,Premium,999,2025-07-02,,1,active
628,Standard,499,2025-04-05,,1,active
629,Premium,999,2025-01-08,,1,active
630,Premium,999,2025-07-03,2025-09-09,0,cancelled
631,Basic,199,2025-07-14,,1,active
632,Standard,499,2025-07-14,,1,active
633,Premium,999,2025-06-04,2025-06-12,0,cancelled
634,Basic,199,2025-04-03,2025-07-02,0,cancelled
635,Basic,199,2025-06-09,2025-08-24,0,cancelled
636,Premium,999,2025-03-02,2025-04-07,0,cancelled
637,Standard,499,2025-05-02,2025-07-25,0,cancelled
638,Basic,199,2025-02-20,2025-02-27,0,cancelled
639,Basic,199,2025-01-05,2025-07-09,0,cancelled
640,Standard,499,2025-04-02,2025-07-26,0,cancelled
641,Standard,499,2025-06-19,,1,active
642,Standard,499,2025-01-22,2025-03-04,0,cancelled
643,Standard,499,2025-01-01,2025-04-03,0,cancelled
644,Standard,499,2025-05-13,2025-07-26,0,cancelled
645,Standard,499,2025-08-21,2025-09-14,0,cancelled
646,Standard,499,2025-01-12,2025-04-21,0,cancelled
647,Standard,499,2025-02-15,2025-03-14,0,cancelled
648,Standard,499,2025-02-03,2025-04-15,0,cancelled
649,Basic,199,2025-03-19,2025-05-30,0,cancelled
650,Basic,199,2025-08-06,2025-09-06,0,cancelled
651,Premium,999,2025-03-14,2025-04-25,0,cancelled
652,Basic,199,2025-09-06,,1,active
653,Basic,199,2025-02-16,2025-09-12,0,cancelled
654,Basic,199,2025-05-01,2025-07-10,0,cancelled
655,Standard,499,2025-08-02,,1,active
656,Basic,199,2025-08-27,,1,active
657,Basic,199,2025-02-25,2025-05-14,0,cancelled
658,Basic,199,2025-04-17,,1,active
659,Standard,499,2025-02-17,2025-08-14,0,cancelled
660,Basic,199,2025-03-02,2025-07-24,0,cancelled
661,Basic,199,2025-01-26,2025-09-20,0,cancelled
662,Basic,199,2025-09-14,,1,active
663,Premium,999,2025-01-08,2025-04-24,0,cancelled
664,Basic,199,2025-04-23,2025-04-26,0,cancelled
665,Basic,199,2025-09-10,,1,active
666,Standard,499,2025-06-29,,1,active
667,Premium,999,2025-07-26,2025-08-24,0,cancelled
668,Standard,499,2025-05-07,,1,active
669,Premium,999,2025-02-25,2025-05-22,0,cancelled
670,Standard,499,2025-08-02,2025-08-18,0,cancelled
671,Basic,199,2025-01-14,2025-08-06,0,cancelled
672,Standard,499,2025-01-28,,1,active
673,Basic,199,2025-03-19,2025-05-29,0,cancelled
674,Standard,499,2025-08-04,,1,active
675,Basic,199,2025-06-03,,1,active
676,Basic,199,2025-01-14,2025-05-12,0,cancelled
677,Premium,999,2025-07-06,,1,active
678,Basic,199,2025-01-07,2025-01-25,0,cancelled
679,Premium,999,2025-01-03,2025-05-09,0,cancelled
680,Basic,199,2025-04-21,2025-06-10,0,cancelled
681,Basic,199,2025-08-26,2025-10-12,0,cancelled
682,Premium,999,2025-08-27,,1,active
683,Standard,499,2025-08-15,,1,active
684,Standard,499,2025-01-15,2025-04-29,0,cancelled
685,Basic,199,2025-07-11,2025-09-13,0,cancelled
686,Standard,499,2025-04-29,,1,active
687,Standard,499,2025-01-28,2025-02-23,0,cancelled
688,Standard,499,2025-07-21,2025-09-04,0,cancelled
689,Basic,199,2025-02-08,,1,active
690,Premium,999,2025-08-19,2025-08-25,0,cancelled
691,Standard,499,2025-03-27,2025-05-03,0,cancelled
692,Premium,999,2025-05-06,2025-08-12,0,cancelled
693,Standard,499,2025-01-25,2025-09-09,0,cancelled
694,Standard,499,2025-05-25,2025-08-17,0,cancelled
695,Basic,199,2025-01-13,2025-01-29,0,cancelled
696,Basic,199,2025-07-31,2025-08-25,0,cancelled
697,Premium,999,2025-01-25,2025-09-17,0,cancelled
698,Basic,199,2025-03-09,2025-05-12,0,cancelled
699,Basic,199,2025-03-08,2025-04-25,0,cancelled
700,Basic,199,2025-08-21,,1,active
701,Basic,199,2025-04-19,2025-07-30,0,cancelled
702,Premium,999,2025-05-26,,1,active
703,Premium,999,2025-04-21,2025-05-11,0,cancelled
704,Basic,199,2025-08-16,2025-10-10,0,cancelled
705,Basic,199,2025-04-21,2025-09-22,0,cancelled
706,Standard,499,2025-02-03,2025-02-24,0,cancelled
707,Standard,499,2025-04-21,2025-09-30,0,cancelled
708,Premium,999,2025-09-21,,1,active
709,Standard,499,2025-08-24,,1,active
710,Basic,199,2025-03-24,2025-07-03,0,cancelled
711,Standard,499,2025-02-11,,1,active
712,Premium,999,2025-04-11,2025-07-07,0,cancelled
713,Standard,499,2025-01-06,2025-05-23,0,cancelled
714,Standard,499,2025-06-29,2025-07-14,0,cancelled
715,Basic,199,2025-08-14,,1,active
716,Standard,499,2025-08-17,2025-10-01,0,cancelled
717,Standard,499,2025-05-30,,1,active
718,Basic,199,2025-07-17,,1,active
719,Basic,199,2025-03-11,2025-03-24,0,cancelled
720,Basic,199,2025-04-22,2025-06-03,0,cancelled
721,Basic,199,2025-01-04,2025-03-17,0,cancelled
722,Basic,199,2025-04-05,,1,active
723,Basic,199,2025-06-01,2025-06-27,0,cancelled
724,Standard,499,2025-05-17,,1,active
725,Basic,199,2025-09-04,,1,active
726,Basic,199,2025-08-31,2025-09-27,0,cancelled
727,Premium,999,2025-01-31,2025-04-30,0,cancelled
728,Standard,499,2025-02-09,2025-03-28,0,cancelled
729,Standard,499,2025-08-17,2025-08-27,0,cancelled
730,Basic,199,2025-02-05,2025-03-30,0,cancelled
731,Standard,499,2025-08-11,,1,active
732,Basic,199,2025-01-06,2025-01-12,0,cancelled
733,Standard,499,2025-08-08,2025-09-27,0,cancelled
734,Basic,199,2025-03-16,,1,active
735,Standard,499,2025-01-04,2025-07-05,0,cancelled
736,Basic,199,2025-05-14,,1,active
737,Standard,499,2025-04-28,2025-05-07,0,cancelled
738,Standard,499,2025-04-04,2025-08-05,0,cancelled
739,Basic,199,2025-03-03,2025-09-13,0,cancelled
740,Basic,199,2025-07-13,2025-10-24,0,cancelled
741,Standard,499,2025-07-22,2025-08-21,0,cancelled
742,Premium,999,2025-01-26,,1,active
743,Standard,499,2025-06-22,,1,active
744,Basic,199,2025-05-13,2025-07-09,0,cancelled
745,Basic,199,2025-04-28,2025-05-11,0,cancelled
746,Premium,999,2025-07-31,,1,active
747,Standard,499,2025-08-13,2025-09-12,0,cancelled
748,Standard,499,2025-01-20,2025-05-15,0,cancelled
749,Premium,999,2025-04-23,,1,active
750,Premium,999,2025-05-20,,1,active
751,Standard,499,2025-02-16,2025-02-20,0,cancelled
752,Basic,199,2025-01-01,,1,active
753,Basic,199,2025-03-31,2025-04-10,0,cancelled
754,Standard,499,2025-05-22,2025-10-02,0,cancelled
755,Basic,199,2025-02-07,2025-03-15,0,cancelled
756,Basic,199,2025-05-19,,1,active
757,Basic,199,2025-09-16,,1,active
758,Basic,199,2025-06-10,,1,active
759,Standard,499,2025-06-27,,1,active
760,Standard,499,2025-01-10,2025-06-25,0,cancelled
761,Basic,199,2025-09-18,,1,active
762,Basic,199,2025-05-18,,1,active
763,Premium,999,2025-06-21,2025-09-26,0,cancelled
764,Basic,199,2025-01-13,2025-01-26,0,cancelled
765,Standard,499,2025-06-17,,1,active
766,Premium,999,2025-05-10,2025-06-13,0,cancelled
767,Basic,199,2025-03-25,2025-08-20,0,cancelled
768,Standard,499,2025-04-11,2025-06-22,0,cancelled
769,Premium,999,2025-09-22,,1,active
770,Basic,199,2025-02-07,2025-05-26,0,cancelled
771,Standard,499,2025-04-04,2025-06-17,0,cancelled
772,Basic,199,2025-04-05,2025-10-08,0,cancelled
773,Basic,199,2025-03-10,,1,active
774,Standard,499,2025-08-24,,1,active
775,Premium,999,2025-05-17,2025-07-06,0,cancelled
776,Standard,499,2025-03-17,2025-04-16,0,cancelled
777,Basic,199,2025-02-04,2025-04-29,0,cancelled
778,Basic,199,2025-01-01,2025-03-25,0,cancelled
779,Standard,499,2025-03-01,2025-10-02,0,cancelled
780,Basic,199,2025-09-24,,1,active
781,Standard,499,2025-08-17,2025-09-26,0,cancelled
782,Standard,499,2025-09-27,,1,active
783,Standard,499,2025-08-01,2025-09-30,0,cancelled
784,Standard,499,2025-06-14,2025-09-26,0,cancelled
785,Basic,199,2025-01-05,2025-09-18,0,cancelled
786,Basic,199,2025-03-19,2025-06-22,0,cancelled
787,Basic,199,2025-03-03,,1,active
788,Standard,499,2025-05-12,2025-06-21,0,cancelled
789,Standard,499,2025-03-30,2025-08-15,0,cancelled
790,Standard,499,2025-08-25,2025-09-11,0,cancelled
791,Standard,499,2025-02-11,,1,active
792,Premium,999,2025-03-30,2025-07-21,0,cancelled
793,Basic,199,2025-04-14,,1,active
794,Basic,199,2025-01-14,2025-02-21,0,cancelled
795,Basic,199,2025-06-28,,1,active
796,Standard,499,2025-05-05,2025-05-29,0,cancelled
797,Basic,199,2025-01-23,2025-04-12,0,cancelled
798,Standard,499,2025-03-04,2025-07-26,0,cancelled
799,Standard,499,2025-05-23,2025-06-17,0,cancelled
800,Premium,999,2025-06-02,2025-08-22,0,cancelled
801,Premium,999,2025-05-25,2025-08-05,0,cancelled
802,Basic,199,2025-08-13,2025-10-01,0,cancelled
803,Basic,199,2025-04-14,2025-07-17,0,cancelled
804,Standard,499,2025-04-14,2025-10-19,0,cancelled
805,Basic,199,2025-02-08,,1,active
806,Basic,199,2025-07-17,2025-10-06,0,cancelled
807,Standard,499,2025-05-14,2025-06-11,0,cancelled
808,Basic,199,2025-03-08,2025-10-24,0,cancelled
809,Standard,499,2025-06-28,2025-07-15,0,cancelled
810,Standard,499,2025-02-11,,1,active
811,Basic,199,2025-01-15,2025-02-07,0,cancelled
812,Basic,199,2025-04-21,2025-05-05,0,cancelled
813,Basic,199,2025-06-06,2025-07-19,0,cancelled
814,Standard,499,2025-08-19,2025-09-23,0,cancelled
815,Basic,199,2025-06-06,2025-07-10,0,cancelled
816,Premium,999,2025-02-07,,1,active
817,Basic,199,2025-04-07,,1,active
818,Basic,199,2025-09-11,,1,active
819,Basic,199,2025-07-15,,1,active
820,Basic,199,2025-03-27,,1,active
821,Basic,199,2025-01-10,2025-02-25,0,cancelled
822,Standard,499,2025-01-05,2025-01-20,0,cancelled
823,Standard,499,2025-05-03,,1,active
824,Basic,199,2025-04-28,2025-06-22,0,cancelled
825,Basic,199,2025-06-08,2025-06-30,0,cancelled
826,Standard,499,2025-08-16,2025-08-19,0,cancelled
827,Standard,499,2025-08-04,,1,active
828,Basic,199,2025-07-03,,1,active
829,Standard,499,2025-01-15,2025-07-10,0,cancelled
830,Basic,199,2025-06-06,,1,active
831,Standard,499,2025-05-16,2025-06-03,0,cancelled
832,Basic,199,2025-09-18,,1,active
833,Basic,199,2025-06-06,,1,active
834,Premium,999,2025-02-16,2025-04-21,0,cancelled
835,Basic,199,2025-06-22,,1,active
836,Standard,499,2025-05-10,,1,active
837,Basic,199,2025-04-05,,1,active
838,Standard,499,2025-04-25,2025-08-05,0,cancelled
839,Premium,999,2025-08-31,,1,active
840,Basic,199,2025-03-10,2025-06-21,0,cancelled
841,Standard,499,2025-05-28,2025-07-24,0,cancelled
842,Standard,499,2025-01-11,2025-05-09,0,cancelled
843,Standard,499,2025-09-11,2025-10-16,0,cancelled
844,Standard,499,2025-02-07,,1,active
845,Premium,999,2025-05-14,2025-07-22,0,cancelled
846,Basic,199,2025-07-19,,1,active
847,Basic,199,2025-01-23,,1,active
848,Premium,999,2025-08-06,2025-08-24,0,cancelled
849,Standard,499,2025-05-21,2025-06-01,0,cancelled
850,Basic,199,2025-04-14,,1,active
851,Standard,499,2025-07-29,,1,active
852,Standard,499,2025-04-21,2025-05-07,0,cancelled
853,Basic,199,2025-04-14,,1,active
854,Basic,199,2025-06-20,2025-09-01,0,cancelled
855,Standard,499,2025-05-13,,1,active
856,Basic,199,2025-05-07,2025-09-26,0,cancelled
857,Standard,499,2025-04-16,2025-05-21,0,cancelled
858,Standard,499,2025-04-02,2025-06-12,0,cancelled
859,Basic,199,2025-02-20,,1,active
860,Basic,199,2025-01-29,2025-09-28,0,cancelled
861,Basic,199,2025-08-02,2025-08-21,0,cancelled
862,Basic,199,2025-09-24,,1,active
863,Standard,499,2025-09-14,,1,active
864,Basic,199,2025-04-11,2025-05-24,0,cancelled
865,Standard,499,2025-04-20,,1,active
866,Basic,199,2025-07-01,2025-09-26,0,cancelled
867,Basic,199,2025-01-01,,1,active
868,Basic,199,2025-02-24,,1,active
869,Basic,199,2025-05-29,,1,active
870,Basic,199,2025-05-17,2025-06-06,0,cancelled
871,Basic,199,2025-07-21,2025-07-29,0,cancelled
872,Premium,999,2025-04-27,,1,active
873,Standard,499,2025-06-03,2025-10-17,0,cancelled
874,Basic,199,2025-03-04,2025-03-30,0,cancelled
875,Basic,199,2025-09-01,,1,active
876,Basic,199,2025-01-25,2025-02-09,0,cancelled
877,Basic,199,2025-03-31,2025-07-10,0,cancelled
878,Basic,199,2025-03-16,2025-04-10,0,cancelled
879,Basic,199,2025-07-29,2025-07-31,0,cancelled
880,Basic,199,2025-01-17,2025-05-21,0,cancelled
881,Basic,199,2025-05-08,2025-06-21,0,cancelled
882,Basic,199,2025-09-08,,1,active
883,Basic,199,2025-06-28,2025-09-20,0,cancelled
884,Standard,499,2025-07-01,2025-07-02,0,cancelled
885,Basic,199,2025-06-01,2025-07-20,0,cancelled
886,Basic,199,2025-01-25,2025-03-18,0,cancelled
887,Standard,499,2025-06-29,2025-09-09,0,cancelled
888,Premium,999,2025-07-17,2025-08-01,0,cancelled
889,Premium,999,2025-06-10,,1,active
890,Standard,499,2025-06-26,,1,active
891,Basic,199,2025-03-04,2025-04-23,0,cancelled
892,Standard,499,2025-05-30,,1,active
893,Standard,499,2025-06-03,,1,active
894,Basic,199,2025-06-05,,1,active
895,Standard,499,2025-02-18,2025-05-17,0,cancelled
896,Premium,999,2025-03-25,2025-03-26,0,cancelled
897,Basic,199,2025-06-26,2025-07-12,0,cancelled
898,Basic,199,2025-05-28,2025-06-23,0,cancelled
899,Basic,199,2025-04-28,2025-08-17,0,cancelled
900,Basic,199,2025-03-04,2025-08-26,0,cancelled
901,Basic,199,2025-07-08,,1,active
902,Standard,499,2025-02-18,2025-07-20,0,cancelled
903,Standard,499,2025-09-14,,1,active
904,Basic,199,2025-08-12,,1,active
905,Premium,999,2025-05-21,,1,active
906,Basic,199,2025-08-03,2025-08-06,0,cancelled
907,Basic,199,2025-07-30,2025-09-05,0,cancelled
908,Standard,499,2025-02-01,2025-03-02,0,cancelled
909,Standard,499,2025-06-07,2025-08-18,0,cancelled
910,Standard,499,2025-05-24,,1,active
911,Premium,999,2025-01-19,2025-03-12,0,cancelled
912,Standard,499,2025-01-18,2025-03-13,0,cancelled
913,Premium,999,2025-09-14,,1,active
914,Basic,199,2025-03-19,2025-05-10,0,cancelled
915,Standard,499,2025-06-24,2025-08-13,0,cancelled
916,Premium,999,2025-07-13,2025-08-28,0,cancelled
917,Standard,499,2025-04-23,,1,active
918,Basic,199,2025-04-24,2025-05-20,0,cancelled
919,Standard,499,2025-08-10,2025-10-02,0,cancelled
920,Standard,499,2025-06-15,2025-07-19,0,cancelled
921,Basic,199,2025-05-12,2025-06-03,0,cancelled
922,Premium,999,2025-09-21,2025-10-04,0,cancelled
923,Basic,199,2025-02-24,2025-04-22,0,cancelled
924,Basic,199,2025-05-11,2025-05-19,0,cancelled
925,Premium,999,2025-09-23,,1,active
926,Basic,199,2025-06-11,2025-06-30,0,cancelled
927,Basic,199,2025-03-28,2025-05-11,0,cancelled
928,Standard,499,2025-02-24,2025-03-06,0,cancelled
929,Standard,499,2025-06-27,2025-07-10,0,cancelled
930,Basic,199,2025-01-08,2025-03-06,0,cancelled
931,Premium,999,2025-09-04,2025-09-29,0,cancelled
932,Standard,499,2025-09-12,,1,active
933,Standard,499,2025-02-23,2025-04-27,0,cancelled
934,Standard,499,2025-09-06,,1,active
935,Standard,499,2025-08-27,2025-09-21,0,cancelled
936,Basic,199,2025-08-17,,1,active
937,Basic,199,2025-03-08,2025-10-27,0,cancelled
938,Standard,499,2025-02-20,2025-06-01,0,cancelled
939,Standard,499,2025-04-07,2025-08-17,0,cancelled
940,Basic,199,2025-04-02,2025-04-06,0,cancelled
941,Standard,499,2025-09-21,,1,active
942,Standard,499,2025-04-06,2025-05-31,0,cancelled
943,Basic,199,2025-03-29,,1,active
944,Basic,199,2025-03-19,,1,active
945,Basic,199,2025-04-30,,1,active
946,Standard,499,2025-06-14,2025-08-31,0,cancelled
947,Basic,199,2025-07-01,,1,active
948,Basic,199,2025-08-11,,1,active
949,Standard,499,2025-01-07,,1,active
950,Standard,499,2025-09-20,,1,active
951,Basic,199,2025-06-10,,1,active
952,Basic,199,2025-05-31,2025-06-14,0,cancelled
953,Standard,499,2025-03-26,2025-05-30,0,cancelled
954,Premium,999,2025-05-27,2025-05-29,0,cancelled
955,Premium,999,2025-04-22,2025-05-22,0,cancelled
956,Standard,499,2025-02-05,2025-05-05,0,cancelled
957,Basic,199,2025-07-07,,1,active
958,Basic,199,2025-03-23,2025-06-07,0,cancelled
959,Basic,199,2025-01-02,2025-09-27,0,cancelled
960,Basic,199,2025-07-16,2025-09-26,0,cancelled
961,Standard,499,2025-01-11,2025-03-05,0,cancelled
962,Basic,199,2025-08-22,,1,active
963,Basic,199,2025-07-14,2025-09-03,0,cancelled
964,Premium,999,2025-04-29,,1,active
965,Basic,199,2025-01-20,,1,active
966,Basic,199,2025-09-18,2025-09-27,0,cancelled
967,Basic,199,2025-09-13,,1,active
968,Standard,499,2025-08-10,2025-09-08,0,cancelled
969,Standard,499,2025-08-14,,1,active
970,Basic,199,2025-02-22,2025-05-25,0,cancelled
971,Standard,499,2025-03-22,2025-10-04,0,cancelled
972,Standard,499,2025-07-21,,1,active
973,Standard,499,2025-06-07,2025-09-25,0,cancelled
974,Premium,999,2025-04-30,2025-05-08,0,cancelled
975,Standard,499,2025-02-28,2025-03-14,0,cancelled
976,Standard,499,2025-08-03,,1,active
977,Basic,199,2025-05-08,2025-05-18,0,cancelled
978,Basic,199,2025-08-12,2025-08-30,0,cancelled
979,Basic,199,2025-07-28,,1,active
980,Standard,499,2025-04-25,2025-05-29,0,cancelled
981,Standard,499,2025-07-28,,1,active
982,Standard,499,2025-01-14,2025-02-05,0,cancelled
983,Basic,199,2025-01-09,2025-01-19,0,cancelled
984,Standard,499,2025-02-09,2025-05-22,0,cancelled
985,Premium,999,2025-08-25,2025-08-31,0,cancelled
986,Standard,499,2025-07-20,,1,active
987,Standard,499,2025-09-03,,1,active
988,Standard,499,2025-08-23,,1,active
989,Premium,999,2025-01-04,2025-03-11,0,cancelled
990,Standard,499,2025-06-03,2025-10-12,0,cancelled
991,Standard,499,2025-01-29,2025-02-13,0,cancelled
992,Basic,199,2025-04-19,2025-06-29,0,cancelled
993,Basic,199,2025-04-08,2025-05-07,0,cancelled
994,Standard,499,2025-08-03,2025-09-25,0,cancelled
995,Basic,199,2025-03-16,2025-03-17,0,cancelled
996,Premium,999,2025-05-26,2025-07-24,0,cancelled
997,Basic,199,2025-05-08,2025-05-19,0,cancelled
998,Premium,999,2025-02-11,,1,active
999,Basic,199,2025-02-10,2025-10-03,0,cancelled
1000,Basic,199,2025-02-03,2025-04-10,0,cancelled
1001,Premium,999,2025-01-17,2025-04-20,0,cancelled
1002,Basic,199,2025-06-14,2025-09-12,0,cancelled
1003,Basic,199,2025-06-02,2025-07-03,0,cancelled
1004,Basic,199,2025-03-17,2025-08-30,0,cancelled
1005,Standard,499,2025-03-28,2025-04-21,0,cancelled
1006,Basic,199,2025-04-27,,1,active
1007,Standard,499,2025-01-27,2025-07-11,0,cancelled
1008,Standard,499,2025-05-14,2025-07-06,0,cancelled
1009,Standard,499,2025-08-07,,1,active
1010,Standard,499,2025-06-17,2025-07-20,0,cancelled
1011,Standard,499,2025-04-08,2025-10-02,0,cancelled
1012,Basic,199,2025-09-25,,1,active
1013,Standard,499,2025-08-25,,1,active
1014,Basic,199,2025-06-22,,1,active
1015,Standard,499,2025-07-09,2025-08-15,0,cancelled
1016,Basic,199,2025-05-02,,1,active
1017,Premium,999,2025-02-15,2025-03-13,0,cancelled
1018,Basic,199,2025-03-05,2025-05-27,0,cancelled
1019,Basic,199,2025-05-10,,1,active
1020,Standard,499,2025-07-12,2025-08-21,0,cancelled
1021,Standard,499,2025-06-30,2025-10-08,0,cancelled
1022,Basic,199,2025-01-29,2025-02-08,0,cancelled
1023,Standard,499,2025-05-29,,1,active
1024,Standard,499,2025-09-24,2025-10-21,0,cancelled
1025,Premium,999,2025-01-11,2025-04-12,0,cancelled
1026,Standard,499,2025-06-13,,1,active
1027,Basic,199,2025-04-23,,1,active
1028,Basic,199,2025-07-06,2025-10-16,0,cancelled
1029,Premium,999,2025-08-20,,1,active
1030,Standard,499,2025-08-15,2025-09-22,0,cancelled
1031,Basic,199,2025-04-08,2025-04-10,0,cancelled
1032,Basic,199,2025-02-24,2025-05-09,0,cancelled
1033,Standard,499,2025-04-21,2025-05-02,0,cancelled
1034,Basic,199,2025-06-01,2025-10-30,0,cancelled
1035,Basic,199,2025-09-03,,1,active
1036,Basic,199,2025-03-10,2025-03-21,0,cancelled
1037,Basic,199,2025-09-07,,1,active
1038,Basic,199,2025-02-05,2025-08-02,0,cancelled
1039,Standard,499,2025-08-27,2025-09-01,0,cancelled
1040,Basic,199,2025-05-28,2025-09-25,0,cancelled
1041,Basic,199,2025-08-15,,1,active
1042,Basic,199,2025-09-01,,1,active
1043,Basic,199,2025-07-20,,1,active
1044,Basic,199,2025-06-03,2025-10-12,0,cancelled
1045,Basic,199,2025-03-14,2025-03-31,0,cancelled
1046,Standard,499,2025-07-20,,1,active
1047,Basic,199,2025-01-17,2025-07-13,0,cancelled
1048,Basic,199,2025-05-09,2025-07-29,0,cancelled
1049,Basic,199,2025-08-05,2025-08-15,0,cancelled
1050,Standard,499,2025-03-02,2025-05-13,0,cancelled
1051,Premium,999,2025-04-14,2025-06-08,0,cancelled
1052,Basic,199,2025-02-11,2025-08-04,0,cancelled
1053,Premium,999,2025-01-25,,1,active
1054,Basic,199,2025-02-08,2025-03-09,0,cancelled
1055,Standard,499,2025-05-11,2025-07-25,0,cancelled
1056,Basic,199,2025-08-17,,1,active
1057,Standard,499,2025-04-18,,1,active
1058,Standard,499,2025-06-21,,1,active
1059,Basic,199,2025-04-12,2025-05-14,0,cancelled
1060,Standard,499,2025-01-12,2025-02-07,0,cancelled
1061,Standard,499,2025-04-11,2025-05-08,0,cancelled
1062,Basic,199,2025-02-13,2025-03-14,0,cancelled
1063,Basic,199,2025-01-17,2025-07-16,0,cancelled
1064,Basic,199,2025-02-26,2025-04-16,0,cancelled
1065,Standard,499,2025-01-12,2025-03-02,0,cancelled
1066,Standard,499,2025-03-21,2025-06-18,0,cancelled
1067,Basic,199,2025-08-04,,1,active
1068,Standard,499,2025-09-21,2025-09-28,0,cancelled
1069,Premium,999,2025-05-29,2025-10-17,0,cancelled
1070,Standard,499,2025-03-22,2025-05-16,0,cancelled
1071,Standard,499,2025-08-03,2025-08-29,0,cancelled
1072,Standard,499,2025-07-17,2025-09-20,0,cancelled
1073,Basic,199,2025-07-19,,1,active
1074,Basic,199,2025-01-25,2025-02-27,0,cancelled
1075,Standard,499,2025-03-30,,1,active
1076,Basic,199,2025-09-25,,1,active
1077,Premium,999,2025-05-23,2025-07-31,0,cancelled
1078,Basic,199,2025-02-28,2025-03-16,0,cancelled
1079,Basic,199,2025-01-26,2025-08-12,0,cancelled
1080,Premium,999,2025-02-16,2025-05-28,0,cancelled
1081,Standard,499,2025-09-23,,1,active
1082,Basic,199,2025-01-16,2025-02-19,0,cancelled
1083,Standard,499,2025-07-18,2025-07-24,0,cancelled
1084,Standard,499,2025-03-27,2025-04-07,0,cancelled
1085,Standard,499,2025-09-07,,1,active
1086,Basic,199,2025-09-27,,1,active
1087,Standard,499,2025-04-27,2025-06-25,0,cancelled
