user_id,signup_date,acquisition_channel,plan,onboarding_completed,signup_month,churn_date,is_active
434,24-05-2025,Paid Social,Premium,1,2025-05,18-08-2025,0
435,10-03-2025,App Store,Basic,0,2025-03,09-04-2025,0
436,09-04-2025,Organic Search,Premium,1,2025-04,,1
437,25-01-2025,Email Campaign,Premium,1,2025-01,,1
438,22-02-2025,App Store,Standard,0,2025-02,18-03-2025,0
439,31-05-2025,Email Campaign,Standard,0,2025-05,22-06-2025,0
440,24-05-2025,Referral,Basic,1,2025-05,,1
441,26-02-2025,Email Campaign,Standard,1,2025-02,17-05-2025,0
442,08-02-2025,Paid Social,Premium,0,2025-02,20-04-2025,0
443,19-04-2025,App Store,Standard,0,2025-04,11-07-2025,0
444,30-06-2025,Organic Search,Standard,0,2025-06,04-07-2025,0
445,11-02-2025,Organic Search,Standard,1,2025-02,16-02-2025,0
446,05-07-2025,Organic Search,Standard,0,2025-07,11-09-2025,0
447,11-08-2025,Paid Social,Standard,0,2025-08,,1
448,02-05-2025,Paid Social,Standard,1,2025-05,12-06-2025,0
449,13-05-2025,Email Campaign,Standard,0,2025-05,19-08-2025,0
450,12-06-2025,Paid Social,Basic,0,2025-06,13-07-2025,0
451,03-08-2025,Paid Social,Basic,0,2025-08,,1
452,09-08-2025,Organic Search,Basic,0,2025-08,,1
453,23-08-2025,Paid Social,Basic,0,2025-08,29-10-2025,0
454,26-05-2025,Referral,Basic,1,2025-05,04-10-2025,0
455,27-08-2025,Organic Search,Standard,1,2025-08,,1
456,17-03-2025,Organic Search,Basic,0,2025-03,24-05-2025,0
457,09-01-2025,Organic Search,Basic,0,2025-01,10-08-2025,0
458,15-03-2025,Organic Search,Standard,0,2025-03,19-03-2025,0
459,10-09-2025,Paid Social,Premium,1,2025-09,17-10-2025,0
460,18-08-2025,Organic Search,Standard,1,2025-08,,1
461,07-01-2025,Email Campaign,Premium,1,2025-01,,1
462,23-06-2025,Email Campaign,Standard,0,2025-06,09-07-2025,0
463,21-05-2025,Paid Social,Basic,0,2025-05,24-06-2025,0
464,17-06-2025,App Store,Standard,1,2025-06,19-06-2025,0
465,19-06-2025,Paid Social,Standard,1,2025-06,11-09-2025,0
466,02-05-2025,Paid Social,Basic,1,2025-05,22-09-2025,0
467,13-07-2025,App Store,Basic,1,2025-07,,1
468,05-01-2025,Organic Search,Standard,0,2025-01,30-01-2025,0
469,29-01-2025,App Store,Basic,1,2025-01,15-02-2025,0
470,14-06-2025,Organic Search,Standard,1,2025-06,21-08-2025,0
471,16-05-2025,Paid Social,Basic,1,2025-05,,1
472,25-05-2025,Organic Search,Standard,1,2025-05,25-06-2025,0
473,05-08-2025,Email Campaign,Standard,0,2025-08,12-09-2025,0
474,12-05-2025,Referral,Basic,1,2025-05,,1
475,11-03-2025,Email Campaign,Basic,0,2025-03,26-03-2025,0
476,09-09-2025,Paid Social,Standard,1,2025-09,,1
477,01-07-2025,Paid Social,Standard,1,2025-07,,1
478,16-06-2025,Organic Search,Premium,1,2025-06,25-07-2025,0
479,01-04-2025,Paid Social,Basic,0,2025-04,06-09-2025,0
480,21-07-2025,App Store,Standard,1,2025-07,25-09-2025,0
481,19-01-2025,Paid Social,Basic,0,2025-01,24-01-2025,0
482,08-02-2025,Email Campaign,Basic,1,2025-02,27-02-2025,0
483,06-05-2025,Email Campaign,Basic,1,2025-05,25-08-2025,0
484,22-06-2025,Paid Social,Standard,0,2025-06,16-08-2025,0
485,21-05-2025,Referral,Basic,0,2025-05,14-07-2025,0
486,30-08-2025,Organic Search,Basic,1,2025-08,,1
487,08-08-2025,Organic Search,Standard,1,2025-08,26-08-2025,0
488,06-05-2025,Organic Search,Standard,1,2025-05,,1
489,27-02-2025,Referral,Basic,1,2025-02,29-06-2025,0
490,28-05-2025,Paid Social,Basic,0,2025-05,21-07-2025,0
491,01-01-2025,Paid Social,Basic,1,2025-01,,1
492,09-07-2025,Paid Social,Basic,1,2025-07,,1
493,10-07-2025,Paid Social,Standard,0,2025-07,28-09-2025,0
494,27-04-2025,Referral,Basic,0,2025-04,,1
495,14-05-2025,Email Campaign,Standard,1,2025-05,,1
496,27-02-2025,Organic Search,Premium,0,2025-02,12-03-2025,0
497,13-02-2025,Organic Search,Basic,1,2025-02,25-02-2025,0
498,22-06-2025,Email Campaign,Premium,1,2025-06,05-09-2025,0
499,09-06-2025,Paid Social,Basic,0,2025-06,07-10-2025,0
500,22-06-2025,Referral,Basic,1,2025-06,07-10-2025,0
501,29-05-2025,Paid Social,Basic,1,2025-05,20-07-2025,0
502,21-03-2025,Paid Social,Basic,1,2025-03,,1
503,01-08-2025,Organic Search,Basic,0,2025-08,,1
504,22-07-2025,Organic Search,Basic,1,2025-07,19-08-2025,0
505,09-09-2025,Referral,Standard,1,2025-09,,1
506,17-08-2025,Paid Social,Premium,0,2025-08,27-10-2025,0
507,13-06-2025,Email Campaign,Standard,1,2025-06,,1
508,15-08-2025,App Store,Basic,0,2025-08,26-09-2025,0
509,27-05-2025,Paid Social,Standard,0,2025-05,,1
510,20-01-2025,Email Campaign,Standard,1,2025-01,,1
511,16-02-2025,Paid Social,Standard,1,2025-02,06-08-2025,0
512,21-08-2025,Paid Social,Standard,1,2025-08,26-09-2025,0
513,14-01-2025,Email Campaign,Premium,1,2025-01,05-06-2025,0
514,23-05-2025,Paid Social,Basic,0,2025-05,18-07-2025,0
515,01-01-2025,Referral,Standard,1,2025-01,02-06-2025,0
516,23-02-2025,Organic Search,Basic,1,2025-02,,1
517,16-09-2025,Referral,Premium,1,2025-09,,1
518,24-05-2025,App Store,Basic,1,2025-05,,1
519,12-01-2025,App Store,Basic,1,2025-01,12-09-2025,0
520,12-08-2025,Email Campaign,Basic,0,2025-08,15-10-2025,0
521,29-09-2025,Email Campaign,Standard,1,2025-09,,1
522,05-06-2025,Referral,Basic,0,2025-06,,1
523,08-01-2025,Referral,Basic,1,2025-01,03-03-2025,0
524,02-05-2025,Organic Search,Premium,1,2025-05,,1
525,13-06-2025,Paid Social,Premium,1,2025-06,,1
526,31-03-2025,Paid Social,Basic,0,2025-03,27-04-2025,0
527,16-05-2025,App Store,Basic,1,2025-05,11-09-2025,0
528,05-07-2025,Paid Social,Standard,1,2025-07,,1
529,27-06-2025,Paid Social,Premium,1,2025-06,,1
530,28-01-2025,Paid Social,Standard,0,2025-01,19-02-2025,0
531,08-08-2025,Referral,Standard,1,2025-08,,1
532,10-02-2025,Email Campaign,Basic,1,2025-02,24-07-2025,0
533,16-08-2025,Organic Search,Standard,0,2025-08,28-08-2025,0
534,11-07-2025,Paid Social,Standard,0,2025-07,20-07-2025,0
535,25-05-2025,Email Campaign,Standard,1,2025-05,,1
536,20-07-2025,Paid Social,Basic,1,2025-07,,1
537,31-07-2025,Organic Search,Premium,1,2025-07,,1
538,08-08-2025,Referral,Standard,0,2025-08,24-08-2025,0
539,28-08-2025,Email Campaign,Basic,0,2025-08,,1
540,15-02-2025,Organic Search,Standard,1,2025-02,25-02-2025,0
541,04-02-2025,Email Campaign,Standard,0,2025-02,,1
542,10-09-2025,Email Campaign,Standard,1,2025-09,,1
543,23-03-2025,Paid Social,Standard,1,2025-03,03-05-2025,0
544,13-09-2025,App Store,Standard,0,2025-09,,1
545,16-07-2025,Email Campaign,Premium,0,2025-07,,1
546,10-01-2025,Email Campaign,Basic,1,2025-01,09-08-2025,0
547,30-08-2025,Email Campaign,Basic,1,2025-08,,1
548,08-09-2025,Organic Search,Basic,1,2025-09,,1
549,05-01-2025,Organic Search,Standard,0,2025-01,02-03-2025,0
550,29-04-2025,Paid Social,Standard,0,2025-04,22-06-2025,0
551,06-03-2025,Organic Search,Premium,1,2025-03,08-05-2025,0
552,26-05-2025,Paid Social,Standard,1,2025-05,,1
553,12-08-2025,App Store,Standard,0,2025-08,19-09-2025,0
554,27-08-2025,Email Campaign,Premium,0,2025-08,12-10-2025,0
555,26-06-2025,Referral,Basic,0,2025-06,04-07-2025,0
556,24-09-2025,App Store,Standard,1,2025-09,07-10-2025,0
557,04-03-2025,Email Campaign,Basic,1,2025-03,20-03-2025,0
558,05-08-2025,Paid Social,Standard,1,2025-08,20-08-2025,0
559,26-06-2025,Organic Search,Standard,0,2025-06,29-08-2025,0
560,08-04-2025,Paid Social,Standard,1,2025-04,,1
561,15-04-2025,Email Campaign,Basic,0,2025-04,05-05-2025,0
562,09-04-2025,Paid Social,Basic,1,2025-04,13-08-2025,0
563,06-01-2025,Referral,Standard,0,2025-01,09-10-2025,0
564,16-07-2025,Organic Search,Standard,1,2025-07,,1
565,13-05-2025,Email Campaign,Basic,1,2025-05,,1
566,16-09-2025,Email Campaign,Premium,1,2025-09,,1
567,23-01-2025,Email Campaign,Basic,1,2025-01,07-04-2025,0
568,22-02-2025,App Store,Standard,1,2025-02,12-03-2025,0
569,14-06-2025,Email Campaign,Standard,0,2025-06,15-07-2025,0
570,21-07-2025,App Store,Standard,1,2025-07,,1
571,24-03-2025,App Store,Premium,1,2025-03,28-08-2025,0
572,25-05-2025,Email Campaign,Standard,1,2025-05,24-07-2025,0
573,26-03-2025,Referral,Standard,1,2025-03,15-08-2025,0
574,19-03-2025,Organic Search,Basic,1,2025-03,,1
575,01-01-2025,Paid Social,Basic,1,2025-01,29-03-2025,0
576,20-02-2025,Referral,Basic,1,2025-02,,1
577,22-06-2025,Paid Social,Standard,1,2025-06,,1
578,24-07-2025,Paid Social,Basic,0,2025-07,01-09-2025,0
579,17-09-2025,App Store,Basic,1,2025-09,,1
580,03-02-2025,App Store,Basic,1,2025-02,04-05-2025,0
581,05-04-2025,Email Campaign,Basic,1,2025-04,,1
582,13-03-2025,Paid Social,Basic,0,2025-03,23-06-2025,0
583,08-02-2025,Organic Search,Premium,0,2025-02,27-04-2025,0
584,03-06-2025,Organic Search,Standard,0,2025-06,,1
585,07-09-2025,Paid Social,Standard,1,2025-09,,1
586,11-06-2025,Organic Search,Standard,0,2025-06,19-09-2025,0
587,28-04-2025,Organic Search,Basic,1,2025-04,21-05-2025,0
588,16-09-2025,App Store,Premium,1,2025-09,,1
589,25-09-2025,Email Campaign,Basic,1,2025-09,,1
590,23-02-2025,Paid Social,Basic,1,2025-02,29-03-2025,0
591,24-08-2025,Organic Search,Standard,0,2025-08,18-09-2025,0
592,10-08-2025,Paid Social,Basic,1,2025-08,,1
593,08-09-2025,Organic Search,Standard,0,2025-09,,1
594,22-04-2025,App Store,Basic,0,2025-04,08-06-2025,0
595,12-09-2025,Paid Social,Standard,1,2025-09,,1
596,26-07-2025,Paid Social,Basic,1,2025-07,16-08-2025,0
597,17-08-2025,Paid Social,Basic,1,2025-08,,1
598,07-03-2025,Organic Search,Standard,0,2025-03,19-09-2025,0
599,16-03-2025,Referral,Basic,1,2025-03,20-03-2025,0
600,13-04-2025,Email Campaign,Basic,0,2025-04,06-08-2025,0
601,11-07-2025,Referral,Basic,0,2025-07,,1
602,09-09-2025,Organic Search,Standard,1,2025-09,,1
603,14-08-2025,Referral,Standard,1,2025-08,03-10-2025,0
604,08-04-2025,Referral,Basic,0,2025-04,22-06-2025,0
605,06-09-2025,App Store,Premium,1,2025-09,,1
606,15-06-2025,Paid Social,Premium,1,2025-06,22-08-2025,0
607,30-01-2025,Paid Social,Standard,1,2025-01,04-03-2025,0
608,04-09-2025,Referral,Standard,1,2025-09,,1
609,16-04-2025,Referral,Basic,0,2025-04,30-08-2025,0
610,20-02-2025,Paid Social,Standard,1,2025-02,,1
611,22-03-2025,Paid Social,Basic,0,2025-03,26-09-2025,0
612,13-05-2025,Paid Social,Basic,1,2025-05,01-07-2025,0
613,18-05-2025,App Store,Premium,1,2025-05,,1
614,03-07-2025,Paid Social,Standard,1,2025-07,,1
615,10-03-2025,App Store,Basic,1,2025-03,11-03-2025,0
616,03-02-2025,Paid Social,Basic,1,2025-02,,1
617,19-09-2025,App Store,Standard,0,2025-09,,1
618,22-02-2025,Email Campaign,Basic,0,2025-02,11-04-2025,0
619,24-07-2025,Paid Social,Basic,1,2025-07,,1
620,06-05-2025,App Store,Basic,1,2025-05,,1
621,23-08-2025,Organic Search,Basic,1,2025-08,,1
622,12-02-2025,App Store,Standard,1,2025-02,04-08-2025,0
623,28-08-2025,Referral,Basic,0,2025-08,02-10-2025,0
624,21-04-2025,Organic Search,Standard,0,2025-04,28-07-2025,0
625,06-09-2025,Referral,Basic,1,2025-09,,1
626,31-05-2025,App Store,Standard,0,2025-05,06-10-2025,0
627,02-07-2025,Organic Search,Premium,1,2025-07,,1
628,05-04-2025,Referral,Standard,0,2025-04,,1
629,08-01-2025,Email Campaign,Premium,1,2025-01,,1
630,03-07-2025,Email Campaign,Premium,1,2025-07,09-09-2025,0
631,14-07-2025,Paid Social,Basic,1,2025-07,,1
632,14-07-2025,Organic Search,Standard,1,2025-07,,1
633,04-06-2025,Organic Search,Premium,0,2025-06,12-06-2025,0
634,03-04-2025,Referral,Basic,0,2025-04,02-07-2025,0
635,09-06-2025,Paid Social,Basic,1,2025-06,24-08-2025,0
636,02-03-2025,App Store,Premium,0,2025-03,07-04-2025,0
637,02-05-2025,Organic Search,Standard,1,2025-05,25-07-2025,0
638,20-02-2025,Referral,Basic,0,2025-02,27-02-2025,0
639,05-01-2025,Organic Search,Basic,1,2025-01,09-07-2025,0
640,02-04-2025,Organic Search,Standard,1,2025-04,26-07-2025,0
641,19-06-2025,Paid Social,Standard,1,2025-06,,1
642,22-01-2025,Paid Social,Standard,1,2025-01,04-03-2025,0
643,01-01-2025,Referral,Standard,0,2025-01,03-04-2025,0
644,13-05-2025,App Store,Standard,1,2025-05,26-07-2025,0
645,21-08-2025,Referral,Standard,1,2025-08,14-09-2025,0
646,12-01-2025,App Store,Standard,1,2025-01,21-04-2025,0
647,15-02-2025,App Store,Standard,0,2025-02,14-03-2025,0
648,03-02-2025,Referral,Standard,0,2025-02,15-04-2025,0
649,19-03-2025,Email Campaign,Basic,1,2025-03,30-05-2025,0
650,06-08-2025,Referral,Basic,1,2025-08,06-09-2025,0
651,14-03-2025,Organic Search,Premium,0,2025-03,25-04-2025,0
652,06-09-2025,Email Campaign,Basic,1,2025-09,,1
653,16-02-2025,Organic Search,Basic,1,2025-02,12-09-2025,0
654,01-05-2025,Referral,Basic,1,2025-05,10-07-2025,0
655,02-08-2025,Email Campaign,Standard,1,2025-08,,1
656,27-08-2025,Organic Search,Basic,1,2025-08,,1
657,25-02-2025,Organic Search,Basic,0,2025-02,14-05-2025,0
658,17-04-2025,App Store,Basic,1,2025-04,,1
659,17-02-2025,Referral,Standard,0,2025-02,14-08-2025,0
660,02-03-2025,Organic Search,Basic,1,2025-03,24-07-2025,0
661,26-01-2025,Referral,Basic,0,2025-01,20-09-2025,0
662,14-09-2025,Referral,Basic,1,2025-09,,1
663,08-01-2025,Paid Social,Premium,1,2025-01,24-04-2025,0
664,23-04-2025,App Store,Basic,1,2025-04,26-04-2025,0
665,10-09-2025,Referral,Basic,1,2025-09,,1
666,29-06-2025,Paid Social,Standard,1,2025-06,,1
667,26-07-2025,Email Campaign,Premium,1,2025-07,24-08-2025,0
668,07-05-2025,App Store,Standard,1,2025-05,,1
669,25-02-2025,Organic Search,Premium,0,2025-02,22-05-2025,0
670,02-08-2025,Organic Search,Standard,0,2025-08,18-08-2025,0
671,14-01-2025,Organic Search,Basic,1,2025-01,06-08-2025,0
672,28-01-2025,Referral,Standard,0,2025-01,,1
673,19-03-2025,Referral,Basic,1,2025-03,29-05-2025,0
674,04-08-2025,Referral,Standard,1,2025-08,,1
675,03-06-2025,App Store,Basic,1,2025-06,,1
676,14-01-2025,Email Campaign,Basic,1,2025-01,12-05-2025,0
677,06-07-2025,Organic Search,Premium,1,2025-07,,1
678,07-01-2025,Paid Social,Basic,0,2025-01,25-01-2025,0
679,03-01-2025,Paid Social,Premium,1,2025-01,09-05-2025,0
680,21-04-2025,Paid Social,Basic,1,2025-04,10-06-2025,0
681,26-08-2025,Referral,Basic,0,2025-08,12-10-2025,0
682,27-08-2025,App Store,Premium,1,2025-08,,1
683,15-08-2025,Paid Social,Standard,1,2025-08,,1
684,15-01-2025,Referral,Standard,0,2025-01,29-04-2025,0
685,11-07-2025,Email Campaign,Basic,1,2025-07,13-09-2025,0
686,29-04-2025,Paid Social,Standard,1,2025-04,,1
687,28-01-2025,Organic Search,Standard,1,2025-01,23-02-2025,0
688,21-07-2025,Paid Social,Standard,1,2025-07,04-09-2025,0
689,08-02-2025,Organic Search,Basic,0,2025-02,,1
690,19-08-2025,App Store,Premium,0,2025-08,25-08-2025,0
691,27-03-2025,Organic Search,Standard,1,2025-03,03-05-2025,0
692,06-05-2025,Paid Social,Premium,1,2025-05,12-08-2025,0
693,25-01-2025,Paid Social,Standard,1,2025-01,09-09-2025,0
694,25-05-2025,App Store,Standard,0,2025-05,17-08-2025,0
695,13-01-2025,Organic Search,Basic,1,2025-01,29-01-2025,0
696,31-07-2025,Organic Search,Basic,1,2025-07,25-08-2025,0
697,25-01-2025,Organic Search,Premium,0,2025-01,17-09-2025,0
698,09-03-2025,Organic Search,Basic,0,2025-03,12-05-2025,0
699,08-03-2025,Organic Search,Basic,1,2025-03,25-04-2025,0
700,21-08-2025,Referral,Basic,1,2025-08,,1
701,19-04-2025,Organic Search,Basic,1,2025-04,30-07-2025,0
702,26-05-2025,Organic Search,Premium,1,2025-05,,1
703,21-04-2025,Email Campaign,Premium,1,2025-04,11-05-2025,0
704,16-08-2025,Paid Social,Basic,0,2025-08,10-10-2025,0
705,21-04-2025,Paid Social,Basic,1,2025-04,22-09-2025,0
706,03-02-2025,Paid Social,Standard,1,2025-02,24-02-2025,0
707,21-04-2025,App Store,Standard,1,2025-04,30-09-2025,0
708,21-09-2025,Organic Search,Premium,1,2025-09,,1
709,24-08-2025,App Store,Standard,1,2025-08,,1
710,24-03-2025,Email Campaign,Basic,0,2025-03,03-07-2025,0
711,11-02-2025,Organic Search,Standard,1,2025-02,,1
712,11-04-2025,App Store,Premium,1,2025-04,07-07-2025,0
713,06-01-2025,Organic Search,Standard,1,2025-01,23-05-2025,0
714,29-06-2025,Organic Search,Standard,1,2025-06,14-07-2025,0
715,14-08-2025,Email Campaign,Basic,1,2025-08,,1
716,17-08-2025,Email Campaign,Standard,0,2025-08,01-10-2025,0
717,30-05-2025,Referral,Standard,1,2025-05,,1
718,17-07-2025,Organic Search,Basic,0,2025-07,,1
719,11-03-2025,Paid Social,Basic,1,2025-03,24-03-2025,0
720,22-04-2025,Email Campaign,Basic,1,2025-04,03-06-2025,0
721,04-01-2025,Paid Social,Basic,0,2025-01,17-03-2025,0
722,05-04-2025,Paid Social,Basic,1,2025-04,,1
723,01-06-2025,Organic Search,Basic,0,2025-06,27-06-2025,0
724,17-05-2025,Organic Search,Standard,1,2025-05,,1
725,04-09-2025,App Store,Basic,1,2025-09,,1
726,31-08-2025,Paid Social,Basic,0,2025-08,27-09-2025,0
727,31-01-2025,App Store,Premium,0,2025-01,30-04-2025,0
728,09-02-2025,Paid Social,Standard,0,2025-02,28-03-2025,0
729,17-08-2025,Email Campaign,Standard,1,2025-08,27-08-2025,0
730,05-02-2025,Organic Search,Basic,1,2025-02,30-03-2025,0
731,11-08-2025,Paid Social,Standard,0,2025-08,,1
732,06-01-2025,Organic Search,Basic,0,2025-01,12-01-2025,0
733,08-08-2025,Paid Social,Standard,1,2025-08,27-09-2025,0
734,16-03-2025,Paid Social,Basic,1,2025-03,,1
735,04-01-2025,App Store,Standard,0,2025-01,05-07-2025,0
736,14-05-2025,Referral,Basic,1,2025-05,,1
737,28-04-2025,Organic Search,Standard,1,2025-04,07-05-2025,0
738,04-04-2025,Organic Search,Standard,0,2025-04,05-08-2025,0
739,03-03-2025,Organic Search,Basic,1,2025-03,13-09-2025,0
740,13-07-2025,Referral,Basic,1,2025-07,24-10-2025,0
741,22-07-2025,Email Campaign,Standard,0,2025-07,21-08-2025,0
742,26-01-2025,App Store,Premium,1,2025-01,,1
743,22-06-2025,Organic Search,Standard,0,2025-06,,1
744,13-05-2025,Paid Social,Basic,1,2025-05,09-07-2025,0
745,28-04-2025,Paid Social,Basic,1,2025-04,11-05-2025,0
746,31-07-2025,Referral,Premium,1,2025-07,,1
747,13-08-2025,Referral,Standard,0,2025-08,12-09-2025,0
748,20-01-2025,Referral,Standard,1,2025-01,15-05-2025,0
749,23-04-2025,Referral,Premium,1,2025-04,,1
750,20-05-2025,Organic Search,Premium,1,2025-05,,1
751,16-02-2025,Email Campaign,Standard,1,2025-02,20-02-2025,0
752,01-01-2025,Organic Search,Basic,1,2025-01,,1
753,31-03-2025,Referral,Basic,1,2025-03,10-04-2025,0
754,22-05-2025,Paid Social,Standard,1,2025-05,02-10-2025,0
755,07-02-2025,Paid Social,Basic,1,2025-02,15-03-2025,0
756,19-05-2025,App Store,Basic,0,2025-05,,1
757,16-09-2025,App Store,Basic,0,2025-09,,1
758,10-06-2025,Email Campaign,Basic,1,2025-06,,1
759,27-06-2025,Paid Social,Standard,1,2025-06,,1
760,10-01-2025,Email Campaign,Standard,0,2025-01,25-06-2025,0
761,18-09-2025,Paid Social,Basic,0,2025-09,,1
762,18-05-2025,App Store,Basic,1,2025-05,,1
763,21-06-2025,Paid Social,Premium,0,2025-06,26-09-2025,0
764,13-01-2025,App Store,Basic,1,2025-01,26-01-2025,0
765,17-06-2025,App Store,Standard,1,2025-06,,1
766,10-05-2025,Email Campaign,Premium,1,2025-05,13-06-2025,0
767,25-03-2025,Organic Search,Basic,0,2025-03,20-08-2025,0
768,11-04-2025,Organic Search,Standard,1,2025-04,22-06-2025,0
769,22-09-2025,App Store,Premium,0,2025-09,,1
770,07-02-2025,Organic Search,Basic,1,2025-02,26-05-2025,0
771,04-04-2025,App Store,Standard,1,2025-04,17-06-2025,0
772,05-04-2025,Paid Social,Basic,1,2025-04,08-10-2025,0
773,10-03-2025,Paid Social,Basic,0,2025-03,,1
774,24-08-2025,App Store,Standard,1,2025-08,,1
775,17-05-2025,Referral,Premium,1,2025-05,06-07-2025,0
776,17-03-2025,Referral,Standard,1,2025-03,16-04-2025,0
777,04-02-2025,Referral,Basic,0,2025-02,29-04-2025,0
778,01-01-2025,Paid Social,Basic,1,2025-01,25-03-2025,0
779,01-03-2025,Email Campaign,Standard,1,2025-03,02-10-2025,0
780,24-09-2025,Organic Search,Basic,1,2025-09,,1
781,17-08-2025,App Store,Standard,0,2025-08,26-09-2025,0
782,27-09-2025,App Store,Standard,0,2025-09,,1
783,01-08-2025,Paid Social,Standard,0,2025-08,30-09-2025,0
784,14-06-2025,Email Campaign,Standard,1,2025-06,26-09-2025,0
785,05-01-2025,Referral,Basic,1,2025-01,18-09-2025,0
786,19-03-2025,Paid Social,Basic,0,2025-03,22-06-2025,0
787,03-03-2025,App Store,Basic,1,2025-03,,1
788,12-05-2025,Organic Search,Standard,1,2025-05,21-06-2025,0
789,30-03-2025,Organic Search,Standard,1,2025-03,15-08-2025,0
790,25-08-2025,Paid Social,Standard,0,2025-08,11-09-2025,0
791,11-02-2025,Paid Social,Standard,1,2025-02,,1
792,30-03-2025,Referral,Premium,1,2025-03,21-07-2025,0
793,14-04-2025,Email Campaign,Basic,0,2025-04,,1
794,14-01-2025,Referral,Basic,1,2025-01,21-02-2025,0
795,28-06-2025,Referral,Basic,1,2025-06,,1
796,05-05-2025,Organic Search,Standard,0,2025-05,29-05-2025,0
797,23-01-2025,Paid Social,Basic,0,2025-01,12-04-2025,0
798,04-03-2025,Organic Search,Standard,0,2025-03,26-07-2025,0
799,23-05-2025,Organic Search,Standard,0,2025-05,17-06-2025,0
800,02-06-2025,Referral,Premium,1,2025-06,22-08-2025,0
801,25-05-2025,Organic Search,Premium,0,2025-05,05-08-2025,0
802,13-08-2025,Organic Search,Basic,1,2025-08,01-10-2025,0
803,14-04-2025,Organic Search,Basic,0,2025-04,17-07-2025,0
804,14-04-2025,App Store,Standard,0,2025-04,19-10-2025,0
805,08-02-2025,App Store,Basic,1,2025-02,,1
806,17-07-2025,Referral,Basic,0,2025-07,06-10-2025,0
807,14-05-2025,App Store,Standard,0,2025-05,11-06-2025,0
808,08-03-2025,Email Campaign,Basic,1,2025-03,24-10-2025,0
809,28-06-2025,Referral,Standard,0,2025-06,15-07-2025,0
810,11-02-2025,Organic Search,Standard,1,2025-02,,1
811,15-01-2025,Email Campaign,Basic,1,2025-01,07-02-2025,0
812,21-04-2025,Email Campaign,Basic,1,2025-04,05-05-2025,0
813,06-06-2025,Referral,Basic,1,2025-06,19-07-2025,0
814,19-08-2025,Email Campaign,Standard,0,2025-08,23-09-2025,0
815,06-06-2025,Paid Social,Basic,0,2025-06,10-07-2025,0
816,07-02-2025,Email Campaign,Premium,1,2025-02,,1
817,07-04-2025,App Store,Basic,1,2025-04,,1
818,11-09-2025,Paid Social,Basic,1,2025-09,,1
819,15-07-2025,Email Campaign,Basic,0,2025-07,,1
820,27-03-2025,Paid Social,Basic,1,2025-03,,1
821,10-01-2025,Referral,Basic,0,2025-01,25-02-2025,0
822,05-01-2025,Email Campaign,Standard,0,2025-01,20-01-2025,0
823,03-05-2025,Organic Search,Standard,1,2025-05,,1
824,28-04-2025,Referral,Basic,0,2025-04,22-06-2025,0
825,08-06-2025,Organic Search,Basic,0,2025-06,30-06-2025,0
826,16-08-2025,Referral,Standard,0,2025-08,19-08-2025,0
827,04-08-2025,Paid Social,Standard,1,2025-08,,1
828,03-07-2025,Email Campaign,Basic,1,2025-07,,1
829,15-01-2025,Organic Search,Standard,0,2025-01,10-07-2025,0
830,06-06-2025,Referral,Basic,1,2025-06,,1
831,16-05-2025,Organic Search,Standard,1,2025-05,03-06-2025,0
832,18-09-2025,App Store,Basic,1,2025-09,,1
833,06-06-2025,App Store,Basic,1,2025-06,,1
834,16-02-2025,App Store,Premium,1,2025-02,21-04-2025,0
835,22-06-2025,Email Campaign,Basic,1,2025-06,,1
836,10-05-2025,Email Campaign,Standard,1,2025-05,,1
837,05-04-2025,Organic Search,Basic,1,2025-04,,1
838,25-04-2025,Paid Social,Standard,1,2025-04,05-08-2025,0
839,31-08-2025,Paid Social,Premium,0,2025-08,,1
840,10-03-2025,Email Campaign,Basic,0,2025-03,21-06-2025,0
841,28-05-2025,App Store,Standard,1,2025-05,24-07-2025,0
842,11-01-2025,Organic Search,Standard,1,2025-01,09-05-2025,0
843,11-09-2025,App Store,Standard,1,2025-09,16-10-2025,0
844,07-02-2025,Referral,Standard,1,2025-02,,1
845,14-05-2025,Referral,Premium,1,2025-05,22-07-2025,0
846,19-07-2025,Organic Search,Basic,1,2025-07,,1
847,23-01-2025,Organic Search,Basic,1,2025-01,,1
848,06-08-2025,Referral,Premium,0,2025-08,24-08-2025,0
849,21-05-2025,Referral,Standard,1,2025-05,01-06-2025,0
850,14-04-2025,Organic Search,Basic,0,2025-04,,1
851,29-07-2025,Referral,Standard,1,2025-07,,1
852,21-04-2025,App Store,Standard,0,2025-04,07-05-2025,0
853,14-04-2025,Email Campaign,Basic,1,2025-04,,1
854,20-06-2025,App Store,Basic,1,2025-06,01-09-2025,0
855,13-05-2025,Paid Social,Standard,1,2025-05,,1
856,07-05-2025,Paid Social,Basic,1,2025-05,26-09-2025,0
857,16-04-2025,Email Campaign,Standard,1,2025-04,21-05-2025,0
858,02-04-2025,Paid Social,Standard,1,2025-04,12-06-2025,0
859,20-02-2025,Organic Search,Basic,0,2025-02,,1
860,29-01-2025,Organic Search,Basic,1,2025-01,28-09-2025,0
861,02-08-2025,Paid Social,Basic,0,2025-08,21-08-2025,0
862,24-09-2025,Organic Search,Basic,1,2025-09,,1
863,14-09-2025,Paid Social,Standard,0,2025-09,,1
864,11-04-2025,Organic Search,Basic,1,2025-04,24-05-2025,0
865,20-04-2025,Organic Search,Standard,1,2025-04,,1
